warning_id,project_id,canonical_project_id,warning_type,severity,trigger_value,trigger_description,recommended_action
604853-PROGRESS_STAGNATION,604853,604853,PROGRESS_STAGNATION,HIGH,0.1333333333333352,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
604863-PROGRESS_STAGNATION,604863,604863,PROGRESS_STAGNATION,HIGH,0.0333333333333361,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
605156-COST_ESCALATION,605156,605156,COST_ESCALATION,HIGH,94.83421969753488,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
605292-PROGRESS_STAGNATION,605292,605292,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
606013-PROGRESS_STAGNATION,606013,606013,PROGRESS_STAGNATION,HIGH,0.0333333333333314,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
606112-PROGRESS_STAGNATION,606112,606112,PROGRESS_STAGNATION,HIGH,0.0933333333333337,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
606112-EXPENDITURE_PROGRESS_DIVERGENCE,606112,606112,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,75.1642326458916,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
606112-ANOMALOUS_TRAJECTORY,606112,606112,ANOMALOUS_TRAJECTORY,MEDIUM,0.0034812456926590074,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
606431-PROGRESS_STAGNATION,606431,606431,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
606479-PROGRESS_STAGNATION,606479,606479,PROGRESS_STAGNATION,HIGH,0.0333333333333314,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
607653-ANOMALOUS_TRAJECTORY,607653,607653,ANOMALOUS_TRAJECTORY,MEDIUM,0.09618198500047548,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
607709-PROGRESS_STAGNATION,607709,607709,PROGRESS_STAGNATION,HIGH,0.2333333333333342,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
609424-PROGRESS_STAGNATION,609424,609424,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
609424-EXPENDITURE_PROGRESS_DIVERGENCE,609424,609424,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,38.66977406189025,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
610315-PROGRESS_STAGNATION,610315,610315,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611016-PROGRESS_STAGNATION,611016,611016,PROGRESS_STAGNATION,HIGH,0.1999999999999981,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611142-DATA_QUALITY_REVIEW,611142,611142,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
611452-PROGRESS_STAGNATION,611452,611452,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611495-PROGRESS_DETERIORATION,611495,611495,PROGRESS_DETERIORATION,CRITICAL,-2.2333333333333343,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
611586-PROGRESS_STAGNATION,611586,611586,PROGRESS_STAGNATION,HIGH,0.2266666666666665,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611586-COST_ESCALATION,611586,611586,COST_ESCALATION,HIGH,74.23876749371773,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
611669-EXPENDITURE_PROGRESS_DIVERGENCE,611669,611669,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,42.98170683628143,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
611699-PROGRESS_STAGNATION,611699,611699,PROGRESS_STAGNATION,HIGH,0.1866666666666665,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611716-PROGRESS_STAGNATION,611716,611716,PROGRESS_STAGNATION,HIGH,0.0599999999999999,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611751-PROGRESS_DETERIORATION,611751,611751,PROGRESS_DETERIORATION,CRITICAL,-0.6733333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
611751-EXPENDITURE_PROGRESS_DIVERGENCE,611751,611751,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,39.67459193870753,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
611751-ANOMALOUS_TRAJECTORY,611751,611751,ANOMALOUS_TRAJECTORY,MEDIUM,0.01885254698783262,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
611752-PROGRESS_DETERIORATION,611752,611752,PROGRESS_DETERIORATION,CRITICAL,-1.0066666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
611752-EXPENDITURE_PROGRESS_DIVERGENCE,611752,611752,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,42.446636159508856,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
611752-ANOMALOUS_TRAJECTORY,611752,611752,ANOMALOUS_TRAJECTORY,MEDIUM,0.003311564526537303,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
611754-PROGRESS_DETERIORATION,611754,611754,PROGRESS_DETERIORATION,CRITICAL,-0.0766666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
611754-EXPENDITURE_PROGRESS_DIVERGENCE,611754,611754,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,31.169451073985684,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
611849-DATA_QUALITY_REVIEW,611849,611849,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
611917-COST_ESCALATION,611917,611917,COST_ESCALATION,HIGH,73.50514050719671,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
611927-PROGRESS_STAGNATION,611927,611927,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611929-PROGRESS_STAGNATION,611929,611929,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611943-PROGRESS_STAGNATION,611943,611943,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611944-DATA_QUALITY_REVIEW,611944,611944,DATA_QUALITY_REVIEW,LOW,24.3,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
611950-DATA_QUALITY_REVIEW,611950,611950,DATA_QUALITY_REVIEW,LOW,24.3,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
611951-DATA_QUALITY_REVIEW,611951,611951,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
611967-ANOMALOUS_TRAJECTORY,611967,611967,ANOMALOUS_TRAJECTORY,MEDIUM,0.018794823335353816,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
611977-PROGRESS_STAGNATION,611977,611977,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611978-PROGRESS_STAGNATION,611978,611978,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
611979-PROGRESS_STAGNATION,611979,611979,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612072-EXPENDITURE_PROGRESS_DIVERGENCE,612072,612072,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,33.99876256928052,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
612096-EXPENDITURE_PROGRESS_DIVERGENCE,612096,612096,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,25.852670599287396,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
612151-DATA_QUALITY_REVIEW,612151,612151,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
612167-EXPENDITURE_PROGRESS_DIVERGENCE,612167,612167,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,2726.974132771229,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
612167-ANOMALOUS_TRAJECTORY,612167,612167,ANOMALOUS_TRAJECTORY,HIGH,0.21888064451746125,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
612178-DATA_QUALITY_REVIEW,612178,612178,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
612185-DATA_QUALITY_REVIEW,612185,612185,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
612259-EXPENDITURE_PROGRESS_DIVERGENCE,612259,612259,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,23.8365924133992,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
612259-COST_ESCALATION,612259,612259,COST_ESCALATION,HIGH,190.654296875,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
612259-ANOMALOUS_TRAJECTORY,612259,612259,ANOMALOUS_TRAJECTORY,MEDIUM,0.04919582485082463,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
612513-PROGRESS_STAGNATION,612513,612513,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612815-PROGRESS_DETERIORATION,612815,612815,PROGRESS_DETERIORATION,CRITICAL,-4.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
612816-PROGRESS_STAGNATION,612816,612816,PROGRESS_STAGNATION,HIGH,0.0200000000000001,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612819-PROGRESS_STAGNATION,612819,612819,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612845-PROGRESS_STAGNATION,612845,612845,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612845-COST_ESCALATION,612845,612845,COST_ESCALATION,HIGH,119.1586681878605,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
612845-ANOMALOUS_TRAJECTORY,612845,612845,ANOMALOUS_TRAJECTORY,MEDIUM,0.028310667708631554,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
612851-PROGRESS_STAGNATION,612851,612851,PROGRESS_STAGNATION,HIGH,0.0933333333333337,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612853-ANOMALOUS_TRAJECTORY,612853,612853,ANOMALOUS_TRAJECTORY,MEDIUM,0.011460808269334877,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
612856-DATA_QUALITY_REVIEW,612856,612856,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
612876-PROGRESS_STAGNATION,612876,612876,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
612876-EXPENDITURE_PROGRESS_DIVERGENCE,612876,612876,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,31.33095755224258,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
612898-PROGRESS_STAGNATION,612898,612898,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
613002-PROGRESS_STAGNATION,613002,613002,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
613002-EXPENDITURE_PROGRESS_DIVERGENCE,613002,613002,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,40.38004750593824,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
